@RELATION "multilabel_instances_train: -C -3"
@ATTRIBUTE docid        STRING
@ATTRIBUTE mention      STRING
@ATTRIBUTE offset       NUMERIC
@ATTRIBUTE link         STRING
@ATTRIBUTE swords  NUMERIC
@ATTRIBUTE sf         NUMERIC
@ATTRIBUTE sdf      NUMERIC
@ATTRIBUTE scand      NUMERIC
@ATTRIBUTE mpos      NUMERIC
@ATTRIBUTE msent     NUMERIC
@ATTRIBUTE dwords     NUMERIC
@ATTRIBUTE dents   NUMERIC
@ATTRIBUTE Aclass        {0,1}
@ATTRIBUTE Bclass        {0,1}
@ATTRIBUTE Tclass        {0,1}

@DATA
"pri20001201.2000.1828","florida supreme court",541,"NULL",3.0,2.0,2.0,1.0,0.41,295.0,224.0,8.0,1,1,1
"pri20001201.2000.1828","florida supreme court",1144,"NULL",3.0,2.0,2.0,1.0,0.87,185.0,224.0,8.0,1,1,1
"pri20001201.2000.1828","federal high court",498,"NULL",3.0,1.0,0.0,1.0,0.38,295.0,224.0,8.0,1,1,0
"pri20001201.2000.1828","court building",278,"NULL",2.0,1.0,0.0,2.0,0.21,78.0,224.0,8.0,0,1,0
"pri20001128.2000.0055","palm beach county",667,"NULL",3.0,1.0,1.0,3.0,0.23,354.0,497.0,10.0,1,1,1
"pri20001128.2000.0055","npr news",2814,"NULL",2.0,2.0,2.0,1.0,0.99,45.0,497.0,10.0,0,1,0
"pri20001128.2000.0055","npr news",18,"NULL",2.0,2.0,2.0,1.0,0.01,49.0,497.0,10.0,1,1,0
"pri20001128.2000.0055","n.",401,"NULL",1.0,2.0,0.0,5.0,0.14,371.0,497.0,10.0,0,1,0
"pri20001128.2000.0055","miami police",1107,"NULL",2.0,1.0,0.0,1.0,0.39,167.0,497.0,10.0,0,1,0
"pri20001128.2000.0055","miami dade county",513,"NULL",3.0,1.0,1.0,1.0,0.18,354.0,497.0,10.0,1,1,1
"pri20001128.2000.0055","miami dade",513,"NULL",2.0,1.0,0.0,4.0,0.18,354.0,497.0,10.0,0,1,0
"pri20001128.2000.0055","inski",294,"NULL",1.0,1.0,0.0,0.0,0.1,40.0,497.0,10.0,0,1,1
"pri20001128.2000.0055","corey flintoff",46,"NULL",2.0,1.0,2.0,1.0,0.02,159.0,497.0,10.0,1,1,1
"pri20001122.2000.0320","yasser arafat",35,"NULL",2.0,1.0,7.0,1.0,0.1,156.0,64.0,4.0,1,1,1
"pri20001122.2000.0320","npr news",348,"NULL",2.0,1.0,2.0,1.0,0.95,38.0,64.0,4.0,1,1,0
"pri20001122.2000.0320","hadera",222,"NULL",1.0,1.0,0.0,2.0,0.6,115.0,64.0,4.0,1,1,1
"pri20001122.2000.0320","ehud barak",296,"NULL",2.0,1.0,0.0,1.0,0.8,59.0,64.0,4.0,1,1,1
"pri20001122.2000.0320","corey flintoff",332,"NULL",2.0,1.0,2.0,1.0,0.9,38.0,64.0,4.0,1,1,1
"pri20001031.2000.1824","wind and rain",620,"NULL",3.0,1.0,0.0,1.0,0.63,282.0,171.0,5.0,0,1,0
"pri20001031.2000.1824","singapore airlines",62,"NULL",2.0,2.0,0.0,2.0,0.06,72.0,171.0,5.0,1,1,1
"pri20001031.2000.1824","singapore airlines",373,"NULL",2.0,2.0,0.0,2.0,0.38,157.0,171.0,5.0,1,1,1
"pri20001031.2000.1824","sq006",139,"NULL",1.0,1.0,0.0,0.0,0.14,100.0,171.0,5.0,0,1,0
"pri20001031.2000.1824","gregor",31,"NULL",1.0,1.0,0.0,18.0,0.03,58.0,171.0,5.0,0,1,0
"pri20001031.2000.1824","flight sq006",132,"NULL",2.0,1.0,0.0,0.0,0.14,100.0,171.0,5.0,0,1,1
"pri20001031.2000.1824","angeles",111,"NULL",1.0,1.0,0.0,7.0,0.11,72.0,171.0,5.0,0,1,0
"nyt20001217.2241.0165","stand in line",3525,"NULL",3.0,1.0,0.0,1.0,0.72,151.0,805.0,16.0,0,1,0
"nyt20001217.2241.0165","day of",1361,"NULL",2.0,2.0,0.0,0.0,0.28,56.0,805.0,16.0,0,1,0
"nyt20001217.2241.0165","westchester county airport",1788,"NULL",3.0,1.0,1.0,1.0,0.36,63.0,805.0,16.0,1,1,1
"nyt20001217.2241.0165","times news",263,"NULL",2.0,1.0,0.0,1.0,0.05,24.0,805.0,16.0,0,1,0
"nyt20001217.2241.0165","orange county, calif.",1758,"NULL",3.0,1.0,0.0,1.0,0.36,190.0,805.0,16.0,0,1,0
"nyt20001217.2241.0165","n.y. times",258,"NULL",2.0,1.0,0.0,1.0,0.05,33.0,805.0,16.0,0,1,0
"nyt20001217.2241.0165","los angeles international",1664,"NULL",3.0,1.0,1.0,1.0,0.34,127.0,805.0,16.0,1,1,0
"nyt20001217.2241.0165","john wayne airport",1736,"NULL",3.0,1.0,1.0,1.0,0.35,127.0,805.0,16.0,1,1,1
"nyt20001217.2241.0165","day of",2492,"NULL",2.0,2.0,0.0,0.0,0.51,37.0,805.0,16.0,0,1,0
"nyt20001217.2241.0165","consumer report",4696,"NULL",2.0,1.0,0.0,0.0,0.96,175.0,805.0,16.0,0,1,0
"nyt20001217.2241.0165","aviation administration",2712,"NULL",2.0,1.0,0.0,1.0,0.55,53.0,805.0,16.0,0,1,0
"nyt20001217.2241.0165","angeles",1668,"NULL",1.0,1.0,0.0,7.0,0.34,127.0,805.0,16.0,0,1,0
"nyt20001129.2040.0383","team",4260,"NULL",1.0,2.0,0.0,1755.0,0.88,199.0,823.0,7.0,0,1,0
"nyt20001129.2040.0383","team",1503,"NULL",1.0,2.0,0.0,1755.0,0.31,151.0,823.0,7.0,0,1,0
"nyt20001129.2040.0383","late friday",4028,"NULL",2.0,1.0,0.0,1.0,0.83,147.0,823.0,7.0,0,1,0
"nyt20001129.2040.0383","w. bush",1051,"NULL",2.0,1.0,0.0,0.0,0.22,113.0,823.0,7.0,0,1,0
"nyt20001129.2040.0383","w.",1051,"NULL",1.0,2.0,0.0,7.0,0.22,113.0,823.0,7.0,0,1,0
"nyt20001129.2040.0383","vice president al gore",355,"NULL",4.0,1.0,0.0,1.0,0.07,306.0,823.0,7.0,0,1,0
"nyt20001129.2040.0383","times news",286,"NULL",2.0,1.0,0.0,1.0,0.06,24.0,823.0,7.0,0,1,0
"nyt20001129.2040.0383","tallahassee",323,"NULL",1.0,3.0,3.0,28.0,0.07,21.0,823.0,7.0,1,1,1
"nyt20001129.2040.0383","richard said",1750,"NULL",2.0,1.0,0.0,0.0,0.36,63.0,823.0,7.0,0,1,0
"nyt20001129.2040.0383","palm beach counties",1281,"NULL",3.0,1.0,0.0,1.0,0.27,140.0,823.0,7.0,0,1,0
"nyt20001129.2040.0383","n.y. times",281,"NULL",2.0,1.0,0.0,1.0,0.06,33.0,823.0,7.0,0,1,0
"nyt20001129.2040.0383","n.",1199,"NULL",1.0,5.0,0.0,5.0,0.25,71.0,823.0,7.0,0,1,0
"nyt20001129.2040.0383","george w.",1044,"NULL",2.0,1.0,0.0,3.0,0.22,113.0,823.0,7.0,0,1,0
"nyt20001129.2040.0383","florida election",445,"NULL",2.0,1.0,0.0,0.0,0.09,306.0,823.0,7.0,0,1,0
"nyt20001129.2040.0383","florida supreme court",585,"NULL",3.0,3.0,2.0,1.0,0.12,306.0,823.0,7.0,1,1,1
"nyt20001129.2040.0383","florida supreme court",4157,"NULL",3.0,3.0,2.0,1.0,0.86,199.0,823.0,7.0,1,1,1
"nyt20001129.2040.0383","florida supreme court",2653,"NULL",3.0,3.0,2.0,1.0,0.55,186.0,823.0,7.0,1,1,1
"nyt20001129.2040.0383","firestone",244,"NULL",1.0,1.0,0.0,15.0,0.05,24.0,823.0,7.0,0,1,0
"nyt20001129.2040.0383","district court of appeal",679,"NULL",4.0,1.0,1.0,3.0,0.14,171.0,823.0,7.0,0,1,0
"nyt20001129.2040.0383","david boies",2321,"NULL",2.0,1.0,0.0,2.0,0.48,86.0,823.0,7.0,1,1,1
"nyt20001125.1558.0117","other people",2192,"NULL",2.0,1.0,0.0,4.0,0.58,323.0,642.0,8.0,0,1,0
"nyt20001125.1558.0117","need to",1575,"NULL",2.0,1.0,0.0,1.0,0.41,104.0,642.0,8.0,0,1,0
"nyt20001125.1558.0117","loaded gun",2547,"NULL",2.0,1.0,0.0,3.0,0.67,187.0,642.0,8.0,0,1,0
"nyt20001125.1558.0117","gun up",2747,"NULL",2.0,1.0,0.0,0.0,0.72,76.0,642.0,8.0,0,1,0
"nyt20001125.1558.0117","climb trees",138,"NULL",2.0,1.0,0.0,1.0,0.04,148.0,642.0,8.0,0,1,0
"nyt20001125.1558.0117","times news",18,"NULL",2.0,1.0,0.0,1.0,0.0,24.0,642.0,8.0,0,1,0
"nyt20001125.1558.0117","rule no. 1",2506,"NULL",3.0,1.0,0.0,1.0,0.66,69.0,642.0,8.0,0,1,0
"nyt20001125.1558.0117","nov.",528,"NULL",1.0,2.0,0.0,0.0,0.14,68.0,642.0,8.0,0,1,0
"nyt20001125.1558.0117","nov.",321,"NULL",1.0,2.0,0.0,0.0,0.08,101.0,642.0,8.0,0,1,0
"nyt20001125.1558.0117","n.y. times",13,"NULL",2.0,1.0,0.0,1.0,0.0,33.0,642.0,8.0,0,1,0
"nyt20001125.1558.0117","michigan department of natural resources",895,"NULL",5.0,1.0,0.0,1.0,0.24,130.0,642.0,8.0,1,1,1
"nyt20001125.1558.0117","grosse pointe park, mich.",55,"NULL",4.0,1.0,0.0,0.0,0.01,177.0,642.0,8.0,0,1,0
"nyt20001125.1558.0117","grosse pointe park",55,"NULL",3.0,1.0,1.0,1.0,0.01,29.0,642.0,8.0,1,1,0
"nyt20001124.2050.0257","president of taiwan",1262,"NULL",3.0,1.0,0.0,1.0,0.29,152.0,709.0,16.0,0,1,0
"nyt20001124.2050.0257","times news",75,"NULL",2.0,1.0,0.0,1.0,0.02,24.0,709.0,16.0,0,1,0
"nyt20001124.2050.0257","philippines president",1172,"NULL",2.0,1.0,0.0,2.0,0.27,152.0,709.0,16.0,0,1,0
"nyt20001124.2050.0257","n.y. times",70,"NULL",2.0,1.0,0.0,1.0,0.02,33.0,709.0,16.0,0,1,0
"nyt20001124.2050.0257","mark landler",30,"NULL",2.0,1.0,0.0,1.0,0.01,21.0,709.0,16.0,1,1,1
"nyt20001124.2050.0257","joseph estrada",1195,"NULL",2.0,1.0,0.0,1.0,0.27,152.0,709.0,16.0,1,1,1
"nyt20001124.2050.0257","hong kong general chamber of commerce",2673,"NULL",6.0,1.0,1.0,1.0,0.61,178.0,709.0,16.0,1,1,1
"nyt20001124.2050.0257","chen shui-bian",1242,"NULL",2.0,1.0,1.0,1.0,0.28,152.0,709.0,16.0,1,1,1
"nyt20001124.2050.0257","asian economies",613,"NULL",2.0,2.0,0.0,1.0,0.14,179.0,709.0,16.0,0,1,0
"nyt20001124.2050.0257","asian economies",2157,"NULL",2.0,2.0,0.0,1.0,0.49,135.0,709.0,16.0,0,1,0
"nyt20001123.1511.0062","tournament",752,"NULL",1.0,1.0,0.0,270.0,0.16,347.0,778.0,27.0,0,1,0
"nyt20001123.1511.0062","plan a",3779,"NULL",2.0,1.0,0.0,1.0,0.81,88.0,778.0,27.0,0,1,0
"nyt20001123.1511.0062","times news",73,"NULL",2.0,1.0,0.0,1.0,0.02,24.0,778.0,27.0,0,1,0
"nyt20001123.1511.0062","survivor ii",4271,"NULL",2.0,1.0,0.0,1.0,0.92,205.0,778.0,27.0,0,1,0
"nyt20001123.1511.0062","super bowl xxxv",4308,"NULL",3.0,1.0,0.0,1.0,0.93,205.0,778.0,27.0,0,1,1
"nyt20001123.1511.0062","sun microsystems",790,"NULL",2.0,1.0,1.0,1.0,0.17,347.0,778.0,27.0,1,1,1
"nyt20001123.1511.0062","sprint pcs",3744,"NULL",2.0,1.0,0.0,1.0,0.81,88.0,778.0,27.0,0,1,1
"nyt20001123.1511.0062","sprint communications",3698,"NULL",2.0,1.0,0.0,1.0,0.8,71.0,778.0,27.0,0,1,1
"nyt20001123.1511.0062","roundabout theater company",2346,"NULL",3.0,1.0,1.0,1.0,0.51,174.0,778.0,27.0,1,1,1
"nyt20001123.1511.0062","pure premium",2029,"NULL",2.0,1.0,0.0,0.0,0.44,216.0,778.0,27.0,0,1,1
"nyt20001123.1511.0062","n.y. times",68,"NULL",2.0,1.0,0.0,1.0,0.01,33.0,778.0,27.0,0,1,0
"nyt20001123.1511.0062","microsystems",794,"NULL",1.0,1.0,0.0,3.0,0.17,347.0,778.0,27.0,0,1,0
"nyt20001123.1511.0062","lxviii",4428,"NULL",1.0,1.0,0.0,1.0,0.95,414.0,778.0,27.0,0,1,0
"nyt20001123.1511.0062","l.",2178,"NULL",1.0,2.0,0.0,23.0,0.47,114.0,778.0,27.0,0,1,0
"nyt20001123.1511.0062","james l. brooks",2172,"NULL",3.0,1.0,1.0,1.0,0.47,114.0,778.0,27.0,1,1,1
"nyt20001123.1511.0062","jack nicholson",2127,"NULL",2.0,1.0,1.0,2.0,0.46,63.0,778.0,27.0,1,1,1
"nyt20001123.1511.0062","is found",678,"NULL",2.0,1.0,0.0,1.0,0.15,347.0,778.0,27.0,0,1,0
"nyt20001123.1511.0062","houston grand opera",4040,"NULL",3.0,1.0,1.0,2.0,0.87,187.0,778.0,27.0,1,1,1
"nyt20001123.1511.0062","hollywood studio",413,"NULL",2.0,1.0,0.0,1.0,0.09,137.0,778.0,27.0,0,1,0
"nyt20001123.1511.0062","greg kinnear",2155,"NULL",2.0,1.0,1.0,1.0,0.46,63.0,778.0,27.0,1,1,1
"nyt20001123.1511.0062","florida election",454,"NULL",2.0,1.0,0.0,0.0,0.1,137.0,778.0,27.0,0,1,0
"nyt20001123.1511.0062","fidelity investments",932,"NULL",2.0,1.0,1.0,1.0,0.2,310.0,778.0,27.0,1,1,1
"nyt20001123.1511.0062","drew carey show",367,"NULL",3.0,1.0,0.0,1.0,0.08,214.0,778.0,27.0,0,1,1
"nyt20001123.1511.0062","corn'' ran",701,"NULL",2.0,1.0,0.0,0.0,0.15,347.0,778.0,27.0,0,1,0
"nyt20001123.1511.0062","coffee-mate",1670,"NULL",1.0,1.0,0.0,1.0,0.36,286.0,778.0,27.0,0,1,1
"nyt20001123.1511.0062","blue shield",3093,"NULL",2.0,1.0,0.0,5.0,0.67,200.0,778.0,27.0,0,1,0
"nyt20001123.1511.0062","blue cross blue shield",3082,"NULL",4.0,1.0,0.0,3.0,0.66,200.0,778.0,27.0,0,1,0
"nyt20001123.1511.0062","avaya communication",3632,"NULL",2.0,1.0,0.0,1.0,0.78,173.0,778.0,27.0,1,1,1
"nyt20001123.1511.0062","avaya",3632,"NULL",1.0,1.0,0.0,1.0,0.78,102.0,778.0,27.0,0,1,1
"nyt20001123.1511.0062","arthur godfrey",3487,"NULL",2.0,1.0,0.0,2.0,0.75,152.0,778.0,27.0,1,1,1
"nyt20001123.1511.0062","american airlines theater",2421,"NULL",3.0,1.0,0.0,1.0,0.52,174.0,778.0,27.0,1,1,1
"nyt20001123.1511.0062","american airlines",2421,"NULL",2.0,1.0,0.0,3.0,0.52,174.0,778.0,27.0,0,1,0
"nyt20001123.1511.0062","aiden shaw",3999,"NULL",2.0,1.0,0.0,1.0,0.86,386.0,778.0,27.0,1,1,1
"nyt20001109.1946.0315","w. bush",1331,"NULL",2.0,2.0,0.0,0.0,0.28,63.0,804.0,17.0,0,1,0
"nyt20001109.1946.0315","w.",1331,"NULL",1.0,2.0,0.0,7.0,0.28,63.0,804.0,17.0,0,1,0
"nyt20001109.1946.0315","vice president al gore",1363,"NULL",4.0,1.0,0.0,1.0,0.29,300.0,804.0,17.0,0,1,0
"nyt20001109.1946.0315","very bad things",1132,"NULL",3.0,1.0,0.0,1.0,0.24,35.0,804.0,17.0,0,1,1
"nyt20001109.1946.0315","times news",51,"NULL",2.0,1.0,0.0,1.0,0.01,24.0,804.0,17.0,0,1,0
"nyt20001109.1946.0315","thursday afternoon",2117,"NULL",2.0,1.0,0.0,1.0,0.45,184.0,804.0,17.0,0,1,0
"nyt20001109.1946.0315","sierra club",4003,"NULL",2.0,1.0,1.0,3.0,0.86,246.0,804.0,17.0,1,1,1
"nyt20001109.1946.0315","ralph nader",851,"NULL",2.0,4.0,1.0,2.0,0.18,156.0,804.0,17.0,1,1,0
"nyt20001109.1946.0315","ralph nader",748,"NULL",2.0,4.0,1.0,2.0,0.16,234.0,804.0,17.0,1,1,1
"nyt20001109.1946.0315","ralph nader",491,"NULL",2.0,4.0,1.0,2.0,0.11,148.0,804.0,17.0,1,1,1
"nyt20001109.1946.0315","ralph nader",101,"NULL",2.0,4.0,1.0,2.0,0.02,153.0,804.0,17.0,1,1,1
"nyt20001109.1946.0315","nov.",1944,"NULL",1.0,1.0,0.0,0.0,0.42,100.0,804.0,17.0,0,1,0
"nyt20001109.1946.0315","n.y. times",46,"NULL",2.0,1.0,0.0,1.0,0.01,33.0,804.0,17.0,0,1,0
"nyt20001109.1946.0315","george w.",1324,"NULL",2.0,1.0,0.0,3.0,0.28,63.0,804.0,17.0,0,1,0
"nyt20001109.1946.0315","g.w. bush",1885,"NULL",2.0,1.0,0.0,1.0,0.4,136.0,804.0,17.0,1,1,0
"nyt20001109.1946.0315","florida green party",3506,"NULL",3.0,1.0,0.0,0.0,0.75,205.0,804.0,17.0,1,1,1
"nyt20001106.1705.0187","rest of",3764,"NULL",2.0,1.0,0.0,0.0,0.92,207.0,690.0,11.0,0,1,0
"nyt20001106.1705.0187","many ways",2816,"NULL",2.0,1.0,0.0,0.0,0.69,142.0,690.0,11.0,0,1,0
"nyt20001106.1705.0187","w. bush",448,"NULL",2.0,1.0,0.0,0.0,0.11,154.0,690.0,11.0,0,1,0
"nyt20001106.1705.0187","w.",448,"NULL",1.0,1.0,0.0,7.0,0.11,154.0,690.0,11.0,0,1,0
"nyt20001106.1705.0187","vice president al gore",925,"NULL",4.0,1.0,0.0,1.0,0.23,158.0,690.0,11.0,0,1,0
"nyt20001106.1705.0187","times news",280,"NULL",2.0,1.0,0.0,1.0,0.07,24.0,690.0,11.0,0,1,0
"nyt20001106.1705.0187","president clinton",952,"NULL",2.0,1.0,0.0,2.0,0.23,399.0,690.0,11.0,0,1,1
"nyt20001106.1705.0187","n.y. times",275,"NULL",2.0,1.0,0.0,1.0,0.07,33.0,690.0,11.0,0,1,0
"nyt20001106.1705.0187","green bay, wis.",3041,"NULL",3.0,1.0,0.0,0.0,0.74,224.0,690.0,11.0,0,1,0
"nyt20001106.1705.0187","george w.",441,"NULL",2.0,1.0,0.0,3.0,0.11,154.0,690.0,11.0,0,1,0
"nyt20001106.1705.0187","frank bruni",236,"NULL",2.0,1.0,0.0,1.0,0.06,20.0,690.0,11.0,1,1,1
"nyt20001106.1705.0187","davenport, iowa",47,"NULL",2.0,1.0,0.0,3.0,0.01,68.0,690.0,11.0,0,1,1
"nyt20001106.1705.0187","chattanooga, tenn.",317,"NULL",2.0,1.0,0.0,2.0,0.08,127.0,690.0,11.0,0,1,0
"nyt20001101.2212.0429","s stock",400,"NULL",2.0,1.0,0.0,1.0,0.1,140.0,681.0,19.0,0,1,1
"nyt20001101.2212.0429","new jobs",3732,"NULL",2.0,1.0,0.0,1.0,0.89,138.0,681.0,19.0,0,1,0
"nyt20001101.2212.0429","cable companies",3953,"NULL",2.0,1.0,0.0,2.0,0.95,138.0,681.0,19.0,0,1,0
"nyt20001101.2212.0429","warner cable",3205,"NULL",2.0,1.0,0.0,1.0,0.77,196.0,681.0,19.0,0,1,0
"nyt20001101.2212.0429","times news",62,"NULL",2.0,1.0,0.0,1.0,0.01,24.0,681.0,19.0,0,1,0
"nyt20001101.2212.0429","stephen case",597,"NULL",2.0,1.0,0.0,1.0,0.14,201.0,681.0,19.0,1,1,0
"nyt20001101.2212.0429","sanford c. bernstein",1592,"NULL",3.0,1.0,1.0,1.0,0.38,137.0,681.0,19.0,1,1,0
"nyt20001101.2212.0429","roger mcnamee",2128,"NULL",2.0,1.0,1.0,1.0,0.51,178.0,681.0,19.0,1,1,1
"nyt20001101.2212.0429","n.y. times",57,"NULL",2.0,1.0,0.0,1.0,0.01,33.0,681.0,19.0,0,1,0
"nyt20001101.2212.0429","merrill lynch",2465,"NULL",2.0,1.0,1.0,3.0,0.59,372.0,681.0,19.0,1,1,1
"nyt20001101.2212.0429","john schreiber",2698,"NULL",2.0,1.0,1.0,1.0,0.64,253.0,681.0,19.0,1,1,1
"nyt20001101.2212.0429","huge deals",2055,"NULL",2.0,1.0,0.0,0.0,0.49,178.0,681.0,19.0,0,1,0
"nyt20001101.2212.0429","america online",570,"NULL",2.0,4.0,0.0,1.0,0.14,201.0,681.0,19.0,1,1,1
"nyt20001101.2212.0429","america online",3919,"NULL",2.0,4.0,0.0,1.0,0.94,164.0,681.0,19.0,1,1,1
"nyt20001101.2212.0429","america online",3154,"NULL",2.0,4.0,0.0,1.0,0.75,196.0,681.0,19.0,0,1,1
"nyt20001101.2212.0429","america online",154,"NULL",2.0,4.0,0.0,1.0,0.04,105.0,681.0,19.0,1,1,1
"nyt20001101.2212.0429","alex berenson",16,"NULL",2.0,1.0,0.0,1.0,0.0,22.0,681.0,19.0,1,1,1
"nyt20001002.1754.0290","miles long",3918,"NULL",2.0,1.0,0.0,1.0,0.92,248.0,655.0,0.0,0,1,0
"nyt20001002.1754.0290","times news",200,"NULL",2.0,1.0,0.0,1.0,0.05,24.0,655.0,0.0,0,1,0
"nyt20001002.1754.0290","sea lab",1357,"NULL",2.0,1.0,0.0,1.0,0.32,167.0,655.0,0.0,0,1,0
"nyt20001002.1754.0290","national marine fisheries service",672,"NULL",4.0,2.0,0.0,2.0,0.16,129.0,655.0,0.0,1,1,1
"nyt20001002.1754.0290","national marine fisheries service",4042,"NULL",4.0,2.0,0.0,2.0,0.95,222.0,655.0,0.0,1,1,1
"nyt20001002.1754.0290","n.y. times",195,"NULL",2.0,1.0,0.0,1.0,0.05,33.0,655.0,0.0,0,1,0
"nyt20001002.1754.0290","dauphin island sea lab",1342,"NULL",4.0,1.0,0.0,1.0,0.32,167.0,655.0,0.0,1,1,1
"nyt20001002.1754.0290","dauphin island",1342,"NULL",2.0,1.0,0.0,2.0,0.32,167.0,655.0,0.0,0,1,0
"apw20001225.2035.0477","uses",2898,"NULL",1.0,1.0,0.0,5.0,0.65,90.0,710.0,0.0,0,1,0
"apw20001225.2035.0477","icast",3602,"NULL",1.0,1.0,0.0,0.0,0.8,170.0,710.0,0.0,0,1,1
"apw20001225.2035.0477","garden variety",1586,"NULL",2.0,1.0,0.0,1.0,0.35,81.0,710.0,0.0,0,1,0
"apw20001225.2035.0477","everyone else",283,"NULL",2.0,1.0,0.0,2.0,0.06,136.0,710.0,0.0,0,1,0
"apw20001225.2035.0477","cable lines",1316,"NULL",2.0,1.0,0.0,2.0,0.29,289.0,710.0,0.0,0,1,0
"apw20001225.2035.0477","tribal voice",3612,"NULL",2.0,1.0,0.0,2.0,0.8,170.0,710.0,0.0,1,1,1
"apw20001225.2035.0477","metrix",3303,"NULL",1.0,1.0,0.0,1.0,0.74,109.0,710.0,0.0,0,1,0
"apw20001225.2035.0477","media metrix",3297,"NULL",2.0,1.0,0.0,1.0,0.73,109.0,710.0,0.0,1,1,1
"apw20001225.2035.0477","imunified",4400,"NULL",1.0,2.0,0.0,1.0,0.98,44.0,710.0,0.0,0,1,1
"apw20001225.2035.0477","icq",2185,"NULL",1.0,1.0,0.0,1.0,0.49,179.0,710.0,0.0,1,1,1
"apw20001225.2035.0477","communications commission",878,"NULL",2.0,1.0,0.0,1.0,0.2,194.0,710.0,0.0,0,1,0
"apw20001225.2035.0477","brian park",4112,"NULL",2.0,1.0,0.0,1.0,0.92,211.0,710.0,0.0,1,1,1
"apw20001225.2035.0477","america online",4347,"NULL",2.0,2.0,0.0,1.0,0.97,66.0,710.0,0.0,1,1,1
"apw20001225.2035.0477","america online",310,"NULL",2.0,2.0,0.0,1.0,0.07,136.0,710.0,0.0,1,1,1
"apw20001219.1316.0416","false impression",1392,"NULL",2.0,1.0,0.0,1.0,0.89,236.0,280.0,0.0,0,1,0
"apw20001219.1316.0416","jack'' hanlon",195,"NULL",2.0,1.0,0.0,0.0,0.12,148.0,280.0,0.0,0,1,1
"apw20001219.1316.0416","coldwell banker",212,"NULL",2.0,1.0,0.0,1.0,0.14,148.0,280.0,0.0,0,1,1
"apw20001218.2221.0727","upper midwest",64,"NULL",2.0,1.0,0.0,4.0,0.03,125.0,304.0,0.0,0,1,1
"apw20001218.2221.0727","series of",18,"NULL",2.0,1.0,0.0,1.0,0.01,125.0,304.0,0.0,0,1,0
"apw20001218.2221.0727","northern new england",1514,"NULL",3.0,1.0,0.0,1.0,0.73,258.0,304.0,0.0,0,1,0
"apw20001218.2221.0727","light snow",1433,"NULL",2.0,1.0,0.0,0.0,0.69,129.0,304.0,0.0,0,1,0
"apw20001218.2221.0727","eastern texas",1118,"NULL",2.0,1.0,0.0,1.0,0.54,230.0,304.0,0.0,0,1,0
"apw20001218.2221.0727","rockwell, iowa",177,"NULL",2.0,1.0,0.0,1.0,0.08,122.0,304.0,0.0,0,1,1
"apw20001218.2221.0727","phillips, wis.",1755,"NULL",2.0,1.0,0.0,0.0,0.84,152.0,304.0,0.0,0,1,0
"apw20001218.2221.0727","oceanside, calif.",1799,"NULL",2.0,1.0,0.0,0.0,0.86,72.0,304.0,0.0,0,1,0
"apw20001218.2221.0727","lower 48",1700,"NULL",2.0,1.0,0.0,2.0,0.82,105.0,304.0,0.0,0,1,1
"apw20001218.2221.0727","cuming county",557,"NULL",2.0,1.0,0.0,1.0,0.27,152.0,304.0,0.0,1,1,1
"apw20001218.2221.0727","brownsville, texas",1822,"NULL",2.0,1.0,0.0,4.0,0.87,77.0,304.0,0.0,0,1,1
"apw20001216.2012.0590","tuscaloosa county",254,"NULL",2.0,1.0,0.0,2.0,0.19,135.0,196.0,0.0,0,1,1
"apw20001216.2012.0590","tuscaloosa, ala.",2,"NULL",2.0,1.0,0.0,1.0,0.0,163.0,196.0,0.0,0,1,0
"apw20001216.2012.0590","dale county",991,"NULL",2.0,2.0,0.0,1.0,0.76,154.0,196.0,0.0,1,1,1
"apw20001216.2012.0590","dale county",1091,"NULL",2.0,2.0,0.0,1.0,0.83,101.0,196.0,0.0,1,1,0
"apw20001216.2012.0590","alabama-florida",708,"NULL",1.0,1.0,0.0,0.0,0.54,85.0,196.0,0.0,0,1,0
"apw20001211.0507.0196","rusz",1444,"NULL",1.0,1.0,0.0,0.0,0.71,126.0,343.0,0.0,0,1,1
"apw20001211.0507.0196","newport beach",1151,"NULL",2.0,1.0,0.0,6.0,0.57,270.0,343.0,0.0,1,1,1
"apw20001211.0507.0196","larry little",806,"NULL",2.0,1.0,0.0,1.0,0.4,174.0,343.0,0.0,1,1,1
"apw20001211.0507.0196","jonesboro, ark.",949,"NULL",2.0,1.0,0.0,0.0,0.47,37.0,343.0,0.0,0,1,0
"apw20001211.0507.0196","hemet",1998,"NULL",1.0,1.0,0.0,2.0,0.98,123.0,343.0,0.0,1,1,1
"apw20001211.0507.0196","cycle world",89,"NULL",2.0,5.0,0.0,1.0,0.04,99.0,343.0,0.0,0,1,1
"apw20001211.0507.0196","cycle world",784,"NULL",2.0,5.0,0.0,1.0,0.38,95.0,343.0,0.0,0,1,0
"apw20001211.0507.0196","cycle world",519,"NULL",2.0,5.0,0.0,1.0,0.25,125.0,343.0,0.0,0,1,1
"apw20001211.0507.0196","cycle world",293,"NULL",2.0,5.0,0.0,1.0,0.14,207.0,343.0,0.0,0,1,1
"apw20001211.0507.0196","cycle world",1344,"NULL",2.0,5.0,0.0,1.0,0.66,182.0,343.0,0.0,0,1,1
"apw20001208.1126.0362","version of",2743,"NULL",2.0,1.0,0.0,0.0,0.86,79.0,496.0,0.0,0,1,0
